run_index,trial_id,repeat_id,velocity_ratio,acceleration_ratio,blend_ratio,time_s,position_error_mm,energy_proxy,smoothness_index
182,19,1,38,80,24,7.258917713165284,2.3647527284598246,3.371041385993957,0.8262406610760905
183,11,2,73,67,75,7.252338790893555,2.2960240077837697,5.492558783283234,0.8130661360681967
184,25,2,76,24,69,15.918767833709717,2.3647527284598246,9.653140814361572,0.8897839542728625
185,60,2,26,41,21,13.15002121925354,2.3647527284598246,1.9942007178997996,0.8901678788649773
186,16,1,49,26,64,14.957306289672852,2.2960240077837697,4.0968061927413935,0.8906230933624738
187,2,0,35,56,11,9.332193756103516,2.2960240077837697,2.606481716079712,0.8687174159538448
188,34,0,45,31,59,13.466614627838135,2.3647527284598246,3.374060295004845,0.897797075499862
189,58,1,55,53,62,8.790861034393311,2.3647527284598246,3.8939118951845173,0.8300094896606229
190,46,1,36,75,4,7.787280702590943,2.3647527284598246,3.199404276659489,0.8253358228265296
191,64,0,80,33,71,12.176380062103272,2.3647527284598246,8.455887134127618,0.9019922841375961
192,13,2,47,82,83,6.941289329528809,2.3647527284598246,3.8669922854804994,0.809082049653642
193,36,2,42,29,99,14.407428407669068,2.3647527284598246,3.1473027356553076,0.9059397584752471
194,7,1,72,30,52,13.445255184173584,2.3647527284598246,7.575056770763398,0.9070102288003746
195,6,1,62,43,13,9.811970853805542,2.2960240077837697,4.678838301637173,0.8582834280706587
196,54,1,60,37,38,11.366148614883423,2.3647527284598246,4.869826374046803,0.8881287323291497
197,21,1,66,48,55,9.353116893768311,2.3647527284598246,5.151696785087586,0.8317264151232292
198,15,2,85,70,58,6.730270528793335,2.3647527284598246,6.511536736607551,0.8086940583232952
199,37,2,56,92,9,6.013596677780152,2.2960240077837697,4.430818032188416,0.7579345928458956
200,46,2,36,75,4,7.763541841506958,2.3647527284598246,3.189651165583134,0.8408283164342014
201,60,1,26,41,21,13.197533750534058,2.3647527284598246,2.0014059932684902,0.8969564514545941
202,4,2,76,78,19,6.276331806182862,2.3647527284598246,5.534469386692048,0.8044503104210176
203,47,0,25,77,73,11.631697082519532,2.2771007872221345,4.175197667770386,0.875240660885681
204,64,2,80,33,71,12.015227460861206,2.3647527284598246,8.343974710195065,0.8925670479220953
205,12,0,84,42,34,9.854241037368775,2.502337307063494,7.822296535463333,0.8863270973101738
206,32,1,64,23,13,17.158180141448973,2.3647527284598246,7.481824450678825,0.9076239804891533
207,64,1,80,33,71,12.137289905548096,2.2960240077837697,8.428740974907875,0.8741817474824457
208,68,1,97,47,57,9.32054581642151,2.3647527284598246,9.799155844094754,0.8411446580084875
209,45,1,92,65,48,7.302164936065674,2.2960240077837697,7.723134744629861,0.7638367092504029
